Maladie,Sponsor,Statut,Titre,URL
Breast Cancer,"Information provided by Isabel Blancas, Hospital Clinico Universitario San Cecilio (Responsible Party)",Completed,Study Results | NCT01509625 | Retrospective Study Assessment Treatment Response Faslodex®( 500 mg) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01509625?cond=Breast%20Cancer&viewType=Card&page=13&rank=121&tab=results
Breast Cancer,"Information provided by Isabel Blancas, Hospital Clinico Universitario San Cecilio (Responsible Party)",Completed,Study Details | NCT01509625 | Retrospective Study Assessment Treatment Response Faslodex®( 500 mg) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01509625?cond=Breast%20Cancer&viewType=Card&page=13&rank=121
Breast Cancer,Information provided by Maxigen Biotech Inc. (Responsible Party),Recruiting,Study Details | NCT07209020 | HealiAid Collagen Wound Dressing in Patients Undergoing Breast Tumor Surgery | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07209020?cond=Breast%20Cancer&viewType=Card&page=13&rank=122
Breast Cancer,"Information provided by Samuel Achilefu, University of Texas Southwestern Medical Center (Responsible Party)",Completed,Study Results | NCT02807597 | Real,https://clinicaltrials.gov/study/NCT02807597?cond=Breast%20Cancer&viewType=Card&page=13&rank=123&tab=results
Breast Cancer,"Information provided by Samuel Achilefu, University of Texas Southwestern Medical Center (Responsible Party)",Terminated,Study Details | NCT02807597 | Real,https://clinicaltrials.gov/study/NCT02807597?cond=Breast%20Cancer&viewType=Card&page=13&rank=123
Breast Cancer,"Information provided by Instituto Nacional de Cancer, Brazil (Responsible Party)",Recruiting,Study Details | NCT04861220 | Surgical Pre,https://clinicaltrials.gov/study/NCT04861220?cond=Breast%20Cancer&viewType=Card&page=13&rank=124
Breast Cancer,"Information provided by University Hospital, Toulouse (Responsible Party)",Inconnu,Study Details | NCT05949983 | Health Economic Evaluation of an Adapted Physical Activity Program for Women With Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05949983?cond=Breast%20Cancer&viewType=Card&page=13&rank=125
Breast Cancer,"Information provided by Ping Liang, Chinese PLA General Hospital (Responsible Party)",Recruiting,Study Details | NCT03286413 | Comparison of Microwave Ablation With Cryoablation for Breast Tumor | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03286413?cond=Breast%20Cancer&viewType=Card&page=13&rank=126
Breast Cancer,"Information provided by Paul L. Carson Ph.D, University of Michigan (Responsible Party)",Completed,Study Details | NCT00859261 | Two Dimensional (2D) Silicon Transducer,https://clinicaltrials.gov/study/NCT00859261?cond=Breast%20Cancer&viewType=Card&page=13&rank=127
Breast Cancer,Information provided by Yonsei University (Responsible Party),Completed,Study Details | NCT04440995 | The Effects of Perioperative PECS Block During Robotic Breast Surgery and Breast Reconstruction | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04440995?cond=Breast%20Cancer&viewType=Card&page=13&rank=128
Breast Cancer,Information provided by EXoPERT (Responsible Party),Recruiting,Study Details | NCT06672302 | A Prospective Study to Develop and Clinically Validate an in Vitro Diagnostic Medical Device That Uses Blood to Classify Patients At High Risk for Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06672302?cond=Breast%20Cancer&viewType=Card&page=13&rank=129
Breast Cancer,Information provided by US Oncology Research (Responsible Party),Active,Study Details | NCT03379428 | Trial of Ibrutinib Plus Trastuzumab in HER2,https://clinicaltrials.gov/study/NCT03379428?cond=Breast%20Cancer&viewType=Card&page=13&rank=130
Breast Cancer,Information provided by Kaiser Permanente (Responsible Party),Completed,Study Details | NCT02302196 | Autologous Fat Grafting of the Breast in Women With Post Lumpectomy Contour Defects | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02302196?cond=Breast%20Cancer&viewType=Card&page=14&rank=131
Breast Cancer,"Information provided by Shelley Johns, Indiana University (Responsible Party)",Completed,Study Details | NCT02611544 | Investigation of Three Approaches to Address Fear of Recurrence Among Breast Cancer Survivors | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02611544?cond=Breast%20Cancer&viewType=Card&page=14&rank=132
Breast Cancer,"Information provided by Ceren Yalniz, University of Alabama at Birmingham (Responsible Party)",Recruiting,Study Details | NCT06294574 | Improved Successful Retrieval Rate of HydroMARK Plus Breast Biopsy Site Marker in Comparison to HydroMARK as Well as Improved Surgeon Satisfaction | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06294574?cond=Breast%20Cancer&viewType=Card&page=14&rank=133
Breast Cancer,"Information provided by Irene Cantarero Villanueva, Universidad de Granada (Responsible Party)",Completed,Study Details | NCT04583124 | Adjusting the Dose of Therapeutic Exercise to Prevent Neurotoxicity Due to Anticancer Treatment (ATENTO) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04583124?cond=Breast%20Cancer&viewType=Card&page=14&rank=134
Breast Cancer,"Information provided by Prof. dr. Mira Meeús, Universiteit Antwerpen (Responsible Party)",Recruiting,Study Details | NCT05507034 | Identifying Biomarkers for Chronic Pain After Breast Cancer Treatment. | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05507034?cond=Breast%20Cancer&viewType=Card&page=14&rank=135
Breast Cancer,Information provided by Mayo Clinic (Responsible Party),Recruiting,Study Details | NCT06058650 | Molecular Breast Imaging Guidance for Breast Biopsy for Patients With Breast Abnormalities | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06058650?cond=Breast%20Cancer&viewType=Card&page=14&rank=136
Breast Cancer,"Information provided by Irene Cantarero Villanueva, Universidad de Granada (Responsible Party)",Recruiting,Study Details | NCT04652609 | Preventing Chemotherapy,https://clinicaltrials.gov/study/NCT04652609?cond=Breast%20Cancer&viewType=Card&page=14&rank=137
Breast Cancer,"Information provided by Marlid Cruz Ramos, Instituto Nacional de Cancerologia de Mexico (Responsible Party)",Recruiting,"Study Details | NCT06090747 | Improving Lifestyle Behavior by ""Joven, Fuerte y Saludable"" Multidisciplinary Program. | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT06090747?cond=Breast%20Cancer&viewType=Card&page=14&rank=138
Breast Cancer,"Information provided by Shelley Johns, Indiana University (Responsible Party)",Completed,Study Details | NCT05364450 | Facilitating Adaptive Coping With Fear of Recurrence Among Breast Cancer Survivors | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05364450?cond=Breast%20Cancer&viewType=Card&page=14&rank=139
Breast Cancer,Information provided by Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University (Responsible Party),Inconnu,Study Details | NCT05862610 | The Study of Trilaciclib Combined With Chemotherapy On The Neoadjuvant Therapy of TNBC | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05862610?cond=Breast%20Cancer&viewType=Card&page=14&rank=140
Breast Cancer,"Information provided by Etienne El Helou, Dr Etienne El Helou (Responsible Party)",Completed,Study Details | NCT05604677 | Factor Influencing Breast Surgery Type Decision,https://clinicaltrials.gov/study/NCT05604677?cond=Breast%20Cancer&viewType=Card&page=15&rank=141
Breast Cancer,"Information provided by Rubén Martín Payo, University of Oviedo (Responsible Party)",Completed,Study Results | NCT04396665 | Breast Cancer: Feasibility of an Educational Intervention | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04396665?cond=Breast%20Cancer&viewType=Card&page=15&rank=142&tab=results
Breast Cancer,"Information provided by Rubén Martín Payo, University of Oviedo (Responsible Party)",Completed,Study Details | NCT04396665 | Breast Cancer: Feasibility of an Educational Intervention | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04396665?cond=Breast%20Cancer&viewType=Card&page=15&rank=142
Breast Cancer,Information provided by Centre Henri Becquerel (Responsible Party),Inconnu,Study Details | NCT06056414 | Study of Anxiety After a Session of Energy Resonance by Cutaneous Stimulation | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06056414?cond=Breast%20Cancer&viewType=Card&page=15&rank=143
Breast Cancer,"Information provided by Ruth O'Regan, Emory University (Responsible Party)",Completed,Study Results | NCT01194908 | Re,https://clinicaltrials.gov/study/NCT01194908?cond=Breast%20Cancer&viewType=Card&page=15&rank=144&tab=results
Breast Cancer,"Information provided by Ruth O'Regan, Emory University (Responsible Party)",Terminated,Study Details | NCT01194908 | Re,https://clinicaltrials.gov/study/NCT01194908?cond=Breast%20Cancer&viewType=Card&page=15&rank=144
Breast Cancer,"Information provided by Anne Fleischer, University of Cincinnati (Responsible Party)",Completed,Study Details | NCT05868187 | CanRestoreFunction Cancer,https://clinicaltrials.gov/study/NCT05868187?cond=Breast%20Cancer&viewType=Card&page=15&rank=145
Breast Cancer,"Information provided by Yongsheng Wang, Shandong Cancer Hospital and Institute (Responsible Party)",Recruiting,Study Details | NCT03024463 | The Multi,https://clinicaltrials.gov/study/NCT03024463?cond=Breast%20Cancer&viewType=Card&page=15&rank=146
Breast Cancer,Information provided by Celltrion (Responsible Party),Completed,Study Results | NCT02162667 | Efficacy and Safety Evaluating Study of CT,https://clinicaltrials.gov/study/NCT02162667?cond=Breast%20Cancer&viewType=Card&page=15&rank=147&tab=results
Breast Cancer,Information provided by Celltrion (Responsible Party),Completed,Study Details | NCT02162667 | Efficacy and Safety Evaluating Study of CT,https://clinicaltrials.gov/study/NCT02162667?cond=Breast%20Cancer&viewType=Card&page=15&rank=147
Breast Cancer,"Information provided by Dr. Evelyn Moninkhof, UMC Utrecht (Responsible Party)",Recruiting,Study Details | NCT06480513 | Cancer Of the BReast Asanas Study (COBRA) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06480513?cond=Breast%20Cancer&viewType=Card&page=15&rank=148
Breast Cancer,Information provided by Mayo Clinic (Responsible Party),Active,Study Details | NCT05889988 | A Study of Ado-trastuzumab Emtansine (T-DM1)-Induced Peripheral Neuropathy in HER2,https://clinicaltrials.gov/study/NCT05889988?cond=Breast%20Cancer&viewType=Card&page=15&rank=149
Breast Cancer,"Information provided by Kyung-Hun Lee, Seoul National University Hospital (Responsible Party)",Recruiting,Study Details | NCT06928818 | Trastuzumab Emtansine(T-DM1) After Trastuzumab Deruxtecan(T-DXd) in HER2,https://clinicaltrials.gov/study/NCT06928818?cond=Breast%20Cancer&viewType=Card&page=15&rank=150
Breast Cancer,"Information provided by Dr. med. Petra Voiss, Universität Duisburg-Essen (Responsible Party)",Completed,Study Details | NCT03874598 | Effectiveness of Ear Acupuncture to Improve Insomnia in Women With Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03874598?cond=Breast%20Cancer&viewType=Card&page=16&rank=151
Breast Cancer,"Information provided by Camila Giro, Instituto Brasileiro de Controle do Cancer (Responsible Party)",Active,Study Details | NCT05050890 | Prognostic Value of Circulating Tumor DNA Dosing in Patients in Neoadjuvant Breast Neoplasia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05050890?cond=Breast%20Cancer&viewType=Card&page=16&rank=152
Breast Cancer,"Information provided by Angela N Fellner PhD CCRP, TriHealth Inc. (Responsible Party)",Terminated,Study Details | NCT02364960 | Targeted Intraoperative Therapy Registry at Bethesda North Hospital (TARGIT) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02364960?cond=Breast%20Cancer&viewType=Card&page=16&rank=153
Breast Cancer,"Information provided by Nicole Look Hong, Sunnybrook Health Sciences Centre (Responsible Party)",Completed,Study Details | NCT04893421 | Magnetic Occult Lesion Localization Instrument (MOLLI) Guidance System for Breast Lesion Localization | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04893421?cond=Breast%20Cancer&viewType=Card&page=16&rank=154
Breast Cancer,Information provided by Zhejiang Cancer Hospital (Responsible Party),Recruiting,Study Details | NCT03756064 | Neoadjuvant Study of Pyrotinib in Patients With HER2 Positive Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03756064?cond=Breast%20Cancer&viewType=Card&page=16&rank=155
Breast Cancer,Information provided by Pfizer (Responsible Party),Active,Study Details | NCT06495164 | A Real,https://clinicaltrials.gov/study/NCT06495164?cond=Breast%20Cancer&viewType=Card&page=16&rank=156
Breast Cancer,"Information provided by Graziella di Grezia, Link Campus University (Responsible Party)",Inconnu,Study Details | NCT06843083 | Contrast Enhanced Mammography or Breast Magnetic Resonance: Which Choice for Optimal Diagnostic Performance? | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06843083?cond=Breast%20Cancer&viewType=Card&page=16&rank=157
Breast Cancer,"Information provided by Graziella di Grezia, Link Campus University (Responsible Party)",Inconnu,Study Details | NCT06843096 | Contrast Enhanced Mammography in the Evaluation of Cancer of Unknown Primary Syndrome | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06843096?cond=Breast%20Cancer&viewType=Card&page=16&rank=158
Breast Cancer,Information provided by United BioPharma (Responsible Party),Completed,"Study Details | NCT03013881 | A Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of UB",https://clinicaltrials.gov/study/NCT03013881?cond=Breast%20Cancer&viewType=Card&page=16&rank=159
Breast Cancer,Information provided by Jonsson Comprehensive Cancer Center (Responsible Party),Completed,Study Details | NCT06090630 | MR Correlated Spectroscopic Imaging for Diagnosing Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06090630?cond=Breast%20Cancer&viewType=Card&page=16&rank=160
Breast Cancer,Information provided by AHS Cancer Control Alberta (Responsible Party),Terminated,Study Details | NCT00771381 | A Study to Determine the Value of 18F,https://clinicaltrials.gov/study/NCT00771381?cond=Breast%20Cancer&viewType=Card&page=17&rank=161
Breast Cancer,"Information provided by Graziella di Grezia, Link Campus University (Responsible Party)",Inconnu,Study Details | NCT06846814 | Second-Look Ultrasound Post Contrast,https://clinicaltrials.gov/study/NCT06846814?cond=Breast%20Cancer&viewType=Card&page=17&rank=162
Breast Cancer,"Information provided by Jinghua Zhao, Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University (Responsible Party)",Completed,Study Details | NCT06472700 | Endoscopic Extirpation of Benign Breast Tumors Using a Lateral Chest Wall Incision | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06472700?cond=Breast%20Cancer&viewType=Card&page=17&rank=163
Breast Cancer,"Information provided by Osama Hussein, Mansoura University (Responsible Party)",Recruiting,Study Details | NCT04644848 | Ultrasonographic Axillary Localization | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04644848?cond=Breast%20Cancer&viewType=Card&page=17&rank=164
Breast Cancer,"Information provided by Patryk Eisler, Karlstad Central Hospital (Responsible Party)",Completed,Study Details | NCT04824599 | Regional Anesthesia and Partial Mastectomy | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04824599?cond=Breast%20Cancer&viewType=Card&page=17&rank=165
Breast Cancer,Information provided by Pierre Fabre Pharma GmbH (Responsible Party),Completed,Study Details | NCT04388384 | Real-life Pan-HER,https://clinicaltrials.gov/study/NCT04388384?cond=Breast%20Cancer&viewType=Card&page=17&rank=166
Breast Cancer,Information provided by Baylor Research Institute (Responsible Party),Recruiting,Study Details | NCT06517212 | Tirzepatide Weight Loss for MRD+ Early Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06517212?cond=Breast%20Cancer&viewType=Card&page=17&rank=167
Breast Cancer,"Information provided by University Hospital, Grenoble (Responsible Party)",Completed,"Study Details | NCT04444882 | Complications After Lumpectomy, Sentinel Node and Radiotherapy in Breast Cancer Patients and Physiotherapy Care | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT04444882?cond=Breast%20Cancer&viewType=Card&page=17&rank=168
Breast Cancer,Information provided by Seagen Inc. (Responsible Party),Completed,Study Details | NCT02025192 | A Study of Tucatinib (ONT,https://clinicaltrials.gov/study/NCT02025192?cond=Breast%20Cancer&viewType=Card&page=17&rank=169
Breast Cancer,"Information provided by Sara Mohamed Gamal Hassan, Assiut University (Responsible Party)",Completed,Study Details | NCT04083027 | Non,https://clinicaltrials.gov/study/NCT04083027?cond=Breast%20Cancer&viewType=Card&page=17&rank=170
Breast Cancer,Information provided by Wyeth is now a wholly owned subsidiary of Pfizer,Completed,Study Results | NCT00062751 | Study Evaluating Temsirolimus (CCI,https://clinicaltrials.gov/study/NCT00062751?cond=Breast%20Cancer&viewType=Card&page=18&rank=171&tab=results
Breast Cancer,Information provided by Wyeth is now a wholly owned subsidiary of Pfizer,Completed,Study Details | NCT00062751 | Study Evaluating Temsirolimus (CCI,https://clinicaltrials.gov/study/NCT00062751?cond=Breast%20Cancer&viewType=Card&page=18&rank=171
Breast Cancer,"Information provided by Nagwa Abd El-Sadek Ahmed, Sohag University (Responsible Party)",Inconnu,Study Details | NCT06134570 | ALDH1A1 Expression in Invasive Mammary Carcinoma | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06134570?cond=Breast%20Cancer&viewType=Card&page=18&rank=172
Breast Cancer,"Information provided by Abida K. Sattar, MD, FACS, Aga Khan University (Responsible Party)",Recruiting,Study Details | NCT03939598 | Feasibility of Preoperative Tattooing of Percutaneously Biopsied Axillary Lymph Node: A Quasi Experimental Pilot Study | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03939598?cond=Breast%20Cancer&viewType=Card&page=18&rank=173
Breast Cancer,Information provided by MedSIR (Responsible Party),Completed,Study Details | NCT02056080 | Clinical Benefit of the Treatment With Trastuzumab in Combination With Lapatinib in Metastatic Breast Cancer HER2 Positive Patients Who Has Been Previously Treated With Trastuzumab and/or Lapatinib | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02056080?cond=Breast%20Cancer&viewType=Card&page=18&rank=174
Breast Cancer,Information provided by Umbria Bioengineering Technologies (Responsible Party),Recruiting,Study Details | NCT06291896 | A Clinical Investigation to Evaluate Microwave Imaging Via MammoWave® in a Population,https://clinicaltrials.gov/study/NCT06291896?cond=Breast%20Cancer&viewType=Card&page=18&rank=175
Breast Cancer,"Information provided by Vincent Vinh-Hung, University of Geneva, Switzerland (Responsible Party)",Active,Study Details | NCT01432002 | FDG,https://clinicaltrials.gov/study/NCT01432002?cond=Breast%20Cancer&viewType=Card&page=18&rank=176
Breast Cancer,Information provided by St. Olavs Hospital (Responsible Party),Completed,Study Details | NCT03761420 | Adjuvant Endocrine Therapy in Early Stage Breast Cancer: Adherence and Clinical Outcome | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03761420?cond=Breast%20Cancer&viewType=Card&page=18&rank=177
Breast Cancer,"Information provided by Hsin-Tien Hsu, Kaohsiung Medical University Chung-Ho Memorial Hospital (Responsible Party)",Completed,Study Details | NCT05576545 | Develop and Evaluate the Effectiveness of a Self-Care Smartphone Application on the Self,https://clinicaltrials.gov/study/NCT05576545?cond=Breast%20Cancer&viewType=Card&page=18&rank=178
Breast Cancer,"Information provided by Gerhard Andersson, Linkoeping University (Responsible Party)",Inconnu,Study Details | NCT03275727 | A Guided Internet-delivered Individually-tailored ACT,https://clinicaltrials.gov/study/NCT03275727?cond=Breast%20Cancer&viewType=Card&page=18&rank=179
Breast Cancer,Information provided by Institut fuer Frauengesundheit (Responsible Party),Active,Study Details | NCT05033756 | Comprehensive Analysis of Predictors of the Treatment With Pembrolizumab and Olaparib in Patients With Unresectable or Metastatic HER2 Negative Breast Cancer and a Deleterious Germline Mutation or a Homologous Recombination Deficiency (COMPRENDO | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05033756?cond=Breast%20Cancer&viewType=Card&page=18&rank=180
Breast Cancer,Information provided by Pfizer (Responsible Party),Completed,Study Details | NCT03445637 | Post Marketing Surveillance Study to Observe Safety and Efficacy of IBRANCE® | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03445637?cond=Breast%20Cancer&viewType=Card&page=19&rank=181
Breast Cancer,Information provided by Samsung Medical Center (Responsible Party),Active,Study Details | NCT03269981 | Randomized Study of Elective Regional Lymph Node Irradiation in N1 Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03269981?cond=Breast%20Cancer&viewType=Card&page=19&rank=182
Breast Cancer,"Information provided by Michael O'Connor, Mayo Clinic (Responsible Party)",Withdrawn,Study Details | NCT03266562 | Estrogen Receptor Expression in Breast Cancer,https://clinicaltrials.gov/study/NCT03266562?cond=Breast%20Cancer&viewType=Card&page=19&rank=183
Breast Cancer,"Information provided by Wonshik Han, Seoul National University Hospital (Responsible Party)",Completed,Study Results | NCT03273426 | Prediction of pCR by Preoperative Biopsy in Breast Cancer With cCR After Neoadjuvant Chemotherapy. | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03273426?cond=Breast%20Cancer&viewType=Card&page=19&rank=184&tab=results
Breast Cancer,"Information provided by Wonshik Han, Seoul National University Hospital (Responsible Party)",Completed,Study Details | NCT03273426 | Prediction of pCR by Preoperative Biopsy in Breast Cancer With cCR After Neoadjuvant Chemotherapy. | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03273426?cond=Breast%20Cancer&viewType=Card&page=19&rank=184
Breast Cancer,Information provided by Cliniques universitaires Saint-Luc- Université Catholique de Louvain (Responsible Party),Completed,Study Details | NCT03330717 | Interventional Study on the Impact of the Hypnosis Used as Sedation or Relaxation in the Breast Oncologic Surgery | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03330717?cond=Breast%20Cancer&viewType=Card&page=19&rank=185
Breast Cancer,"Information provided by DİLEK YILDIRIM, Istanbul Aydın University (Responsible Party)",Active,Study Details | NCT05723237 | The Effect of Breast Cancer Screening Training | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05723237?cond=Breast%20Cancer&viewType=Card&page=19&rank=186
Breast Cancer,"Information provided by Merck KGaA, Darmstadt, Germany (Responsible Party)",Completed,"Study Results | NCT00463788 | Cetuximab and Cisplatin in the Treatment of ""Triple Negative"" (Estrogen Receptor [ER] Negative, Progesterone Receptor [PgR] Negative, and Human Epidermal Growth Factor Receptor 2 [HER2] Negative) Metastatic Breast Cancer | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT00463788?cond=Breast%20Cancer&viewType=Card&page=19&rank=187&tab=results
Breast Cancer,"Information provided by Merck KGaA, Darmstadt, Germany (Responsible Party)",Completed,"Study Details | NCT00463788 | Cetuximab and Cisplatin in the Treatment of ""Triple Negative"" (Estrogen Receptor [ER] Negative, Progesterone Receptor [PgR] Negative, and Human Epidermal Growth Factor Receptor 2 [HER2] Negative) Metastatic Breast Cancer | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT00463788?cond=Breast%20Cancer&viewType=Card&page=19&rank=187
Breast Cancer,"Information provided by Katherine D. Crew, Columbia University (Responsible Party)",Completed,Study Details | NCT03069742 | Study of Web,https://clinicaltrials.gov/study/NCT03069742?cond=Breast%20Cancer&viewType=Card&page=19&rank=188
Breast Cancer,"Information provided by Kunwei Shen, Shanghai Jiao Tong University School of Medicine (Responsible Party)",Terminated,Study Details | NCT03295552 | Decitabine Plus Carboplatin in the Treatment of Metastatic TNBC | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03295552?cond=Breast%20Cancer&viewType=Card&page=19&rank=189
Breast Cancer,"Information provided by Instituto Nacional de Cancer, Brazil (Responsible Party)",Recruiting,Study Details | NCT03024580 | A Study Evaluating Megestrol Acetate Modulation in Hormone Receptor Positive Advanced Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03024580?cond=Breast%20Cancer&viewType=Card&page=19&rank=190
Breast Cancer,Information provided by Palleos Healthcare GmbH (Responsible Party),Terminated,Study Details | NCT03220178 | Impact of eHealth,https://clinicaltrials.gov/study/NCT03220178?cond=Breast%20Cancer&viewType=Card&page=20&rank=191
Breast Cancer,Information provided by Evgen Pharma (Responsible Party),Completed,Study Details | NCT02970682 | SFX,https://clinicaltrials.gov/study/NCT02970682?cond=Breast%20Cancer&viewType=Card&page=20&rank=192
Breast Cancer,Information provided by BriaCell Therapeutics Corporation (Responsible Party),Completed,Study Results | NCT03066947 | SV-BR-1,https://clinicaltrials.gov/study/NCT03066947?cond=Breast%20Cancer&viewType=Card&page=20&rank=193&tab=results
Breast Cancer,Information provided by BriaCell Therapeutics Corporation (Responsible Party),Completed,Study Details | NCT03066947 | SV-BR-1,https://clinicaltrials.gov/study/NCT03066947?cond=Breast%20Cancer&viewType=Card&page=20&rank=193
Breast Cancer,"Information provided by Stephanie Santana Pinto, Federal University of Pelotas (Responsible Party)",Completed,Study Details | NCT03124095 | Combined Training Intervention for Women Who Underwent Primary Treatment for Breast Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03124095?cond=Breast%20Cancer&viewType=Card&page=20&rank=194
Breast Cancer,"Information provided by Jeannie Shen, Huntington Memorial Hospital (Responsible Party)",Recruiting,Study Details | NCT02913573 | Effect of Pectoral Nerve Block on Post,https://clinicaltrials.gov/study/NCT02913573?cond=Breast%20Cancer&viewType=Card&page=20&rank=195
Breast Cancer,Information provided by McMaster University (Responsible Party),Recruiting,Study Details | NCT02914197 | Giving Information on the Risks and Limitations of Mammography Screening (GIRLS) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02914197?cond=Breast%20Cancer&viewType=Card&page=20&rank=196
Breast Cancer,Information provided by Eisai Inc. (Responsible Party),Completed,Study Results | NCT02513472 | Study to Evaluate the Efficacy and Safety of Eribulin Mesylate in Combination With Pembrolizumab in Participants With Metastatic Triple,https://clinicaltrials.gov/study/NCT02513472?cond=Breast%20Cancer&viewType=Card&page=20&rank=197&tab=results
Breast Cancer,Information provided by Eisai Inc. (Responsible Party),Completed,Study Details | NCT02513472 | Study to Evaluate the Efficacy and Safety of Eribulin Mesylate in Combination With Pembrolizumab in Participants With Metastatic Triple,https://clinicaltrials.gov/study/NCT02513472?cond=Breast%20Cancer&viewType=Card&page=20&rank=197
Breast Cancer,"Information provided by Kunwei Shen, Shanghai Jiao Tong University School of Medicine (Responsible Party)",Active,Study Details | NCT02455141 | Adjuvant Treatment of EC Followed by Taxane +/- Carboplatin in Triple,https://clinicaltrials.gov/study/NCT02455141?cond=Breast%20Cancer&viewType=Card&page=20&rank=198
Breast Cancer,Information provided by Stanford University (Responsible Party),Withdrawn,Study Details | NCT02432118 | Radiofrequency,https://clinicaltrials.gov/study/NCT02432118?cond=Breast%20Cancer&viewType=Card&page=20&rank=199
Breast Cancer,"Information provided by Hyo-Seok Na, Seoul National University Bundang Hospital (Responsible Party)",Completed,Study Details | NCT02561468 | The Preemptive Analgesic Efficacy of Nefopam | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02561468?cond=Breast%20Cancer&viewType=Card&page=20&rank=200
Breast Cancer,"Information provided by K.R. Charaghvandi, UMC Utrecht (Responsible Party)",Completed,Study Details | NCT02316561 | Single Dose Ablative Radiation Treatment for Early,https://clinicaltrials.gov/study/NCT02316561?cond=Breast%20Cancer&viewType=Card&page=21&rank=201
Breast Cancer,Information provided by University of Arkansas (Responsible Party),Withdrawn,Study Details | NCT02372305 | Comparison of FlexHD and Alloderm Outcomes in Breast Reconstructive Surgery | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02372305?cond=Breast%20Cancer&viewType=Card&page=21&rank=202
Breast Cancer,Information provided by Peking Union Medical College Hospital (Responsible Party),Recruiting,Study Details | NCT04429269 | A Comparative Study of Mammography and Ultrasound for Breast Cancer Screening and Early Diagnosis | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04429269?cond=Breast%20Cancer&viewType=Card&page=21&rank=203
Breast Cancer,"Information provided by June Carroll, University of Toronto (Responsible Party)",Completed,Study Details | NCT00295529 | GenetiKiT: Evaluation of an Educational Intervention on the Delivery of Genetics Services by Family Physicians | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00295529?cond=Breast%20Cancer&viewType=Card&page=21&rank=204
