Cancer,Trial_ID,Title,Sponsor,Status,URL
Lung Cancer,NCT00826852,Weekly Docetaxel and Four Weekly Carboplatin in Non-small Cell Lung Cancer Carbo,Information provided by Sanofi,Completed,https://clinicaltrials.gov/study/NCT00826852?cond=Lung%20Cancer&viewType=Card&page=26&rank=256
Lung Cancer,NCT05844761,Real,"Information provided by André Änghede Haraldsson, Region Skane (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT05844761?cond=Lung%20Cancer&viewType=Card&page=26&rank=257
Lung Cancer,NCT00563420,Early Lung Cancer Detection in Patients With Sputum Cytology and Autofluorescence Bronchoscopy in People at High Risk of Lung Cancer,"Information provided by Hospital Authority, Hong Kong",Completed,https://clinicaltrials.gov/study/NCT00563420?cond=Lung%20Cancer&viewType=Card&page=26&rank=258
Lung Cancer,NCT00563160,Study of Efficacy of Induction Chemotherapy With Gemcitabine and Carboplatin for Operable Non-small,"Information provided by Hospital Authority, Hong Kong",Recruiting,https://clinicaltrials.gov/study/NCT00563160?cond=Lung%20Cancer&viewType=Card&page=26&rank=259
Lung Cancer,NCT00998192,A Study of REOLYSIN® in Combination With Paclitaxel and Carboplatin in Patients With Squamous Cell Carcinoma of the Lung,Information provided by Oncolytics Biotech (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00998192?cond=Lung%20Cancer&viewType=Card&page=26&rank=260
Lung Cancer,NCT00482118,"Smoky Coal Exposure, Genetic Susceptibility, and Lung Cancer in Non",Information provided by National Institutes of Health Clinical Center (CC) (National Cancer Institute (NCI)) (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00482118?cond=Lung%20Cancer&viewType=Card&page=27&rank=261
Lung Cancer,NCT00497770,An Observational Study of the Ethnic Impact of Patients Undergoing Second (2nd) Line Treatment for Non,Information provided by Eli Lilly and Company (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00497770?cond=Lung%20Cancer&viewType=Card&page=27&rank=262&tab=results
Lung Cancer,NCT02054104,"Adjuvant Tumor Lysate Vaccine and Iscomatrix With or Without Metronomic Oral Cyclophosphamide and Celecoxib in Patients With Malignancies Involving Lungs, Esophagus, Pleura, or Mediastinum","Information provided by David Schrump, M.D., National Cancer Institute (NCI) (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT02054104?cond=Lung%20Cancer&viewType=Card&page=27&rank=263&tab=results
Lung Cancer,NCT00339859,"DNA Repair, p53 and Apoptosis Phenotypes in Lung Cancer",Information provided by National Institutes of Health Clinical Center (CC) (National Cancer Institute (NCI)) (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00339859?cond=Lung%20Cancer&viewType=Card&page=27&rank=264
Lung Cancer,NCT00356525,Chemotherapy Treatment in Re,Information provided by Eli Lilly and Company,Completed,https://clinicaltrials.gov/study/NCT00356525?cond=Lung%20Cancer&viewType=Card&page=27&rank=265&tab=results
Lung Cancer,NCT00805077,Pulmonary Surgery and Protective Mechanical Ventilation,Information provided by Assistance Publique - Hôpitaux de Paris (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00805077?cond=Lung%20Cancer&viewType=Card&page=27&rank=266
Lung Cancer,NCT04887545,Immune- and Microenvironment,"Information provided by Rune Matthiesen, Universidade Nova de Lisboa (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT04887545?cond=Lung%20Cancer&viewType=Card&page=27&rank=267
Lung Cancer,NCT00174629,GILT Docetaxel - Non,Information provided by Sanofi,Completed,https://clinicaltrials.gov/study/NCT00174629?cond=Lung%20Cancer&viewType=Card&page=27&rank=268
Lung Cancer,NCT00178230,Circulating Cytokines as Predictors of Radiation Induced Pulmonary Toxicity,"Information provided by Yuhchyau Chen, University of Rochester (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT00178230?cond=Lung%20Cancer&viewType=Card&page=27&rank=269
Lung Cancer,NCT00258739,Docetaxel in Non Small Cell Lung Cancer (NSCLC),Information provided by Sanofi,Completed,https://clinicaltrials.gov/study/NCT00258739?cond=Lung%20Cancer&viewType=Card&page=27&rank=270
Lung Cancer,NCT00558350,"Systemic, Intrapulmonary and Pleural Inflammatory Reaction in Patients Undergoing Thoracic Surgery","Information provided by University Hospital, Basel, Switzerland (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT00558350?cond=Lung%20Cancer&viewType=Card&page=28&rank=271
Lung Cancer,NCT00174772,Pulmonart: Docetaxel - Non,Information provided by Sanofi,Completed,https://clinicaltrials.gov/study/NCT00174772?cond=Lung%20Cancer&viewType=Card&page=28&rank=272
Lung Cancer,NCT00090701,"A Phase 2, Open-Label, Multicenter Study of the GARFT Inhibitor in Patients With Metastatic Non",Information provided by Pfizer,Withdrawn,https://clinicaltrials.gov/study/NCT00090701?cond=Lung%20Cancer&viewType=Card&page=28&rank=273
Lung Cancer,NCT00123747,Study of 18F-Fluorodeoxyglucose (FluGlucoScan) in Patients Receiving a Treatment Planning Study of 3 Dimensional Conformal Radiation Therapy Guided by Breath Held CT and PET Imaging for Patients With Non,Information provided by AHS Cancer Control Alberta (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00123747?cond=Lung%20Cancer&viewType=Card&page=28&rank=274
Lung Cancer,NCT00071136,Pemetrexed and Gemcitabine in Patients With Advanced Non,Information provided by Eli Lilly and Company,Completed,https://clinicaltrials.gov/study/NCT00071136?cond=Lung%20Cancer&viewType=Card&page=28&rank=275
Lung Cancer,NCT00050830,"A Phase 2, Randomized, Open-Label Study Of Single Agent CI-1033 In Patients With Advanced Non",Information provided by Pfizer,Completed,https://clinicaltrials.gov/study/NCT00050830?cond=Lung%20Cancer&viewType=Card&page=28&rank=276
Lung Cancer,NCT00074854,A Clinical Efficacy Study Of An Oral Tyrosine Kinase Inhibitor Of VEGFR,Information provided by Pfizer,Completed,https://clinicaltrials.gov/study/NCT00074854?cond=Lung%20Cancer&viewType=Card&page=28&rank=277
Lung Cancer,NCT00051506,ALIMTA(Pemetrexed)/Cisplatin and ALIMTA(Pemetrexed)/Carboplatin in Extensive Stage Small Cell Lung Cancer.,Information provided by Eli Lilly and Company,Completed,https://clinicaltrials.gov/study/NCT00051506?cond=Lung%20Cancer&viewType=Card&page=28&rank=278
Lung Cancer,NCT01871454,Safety of Pentoxifylline and Vitamin E With Stereotactic Ablative Radiotherapy (SABR) in Non,"Information provided by Neal Edward Dunlap, University of Louisville (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT01871454?cond=Lung%20Cancer&viewType=Card&page=28&rank=279
Lung Cancer,NCT05078918,Comprehensive Care Program for Their Return to Normal Life Among Lung Cancer Survivors,"Information provided by Dong Wook Shin, Samsung Medical Center (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT05078918?cond=Lung%20Cancer&viewType=Card&page=28&rank=280
Lung Cancer,NCT03175861,Modeling of the Response to Hypofractionated Stereotactic Pulmonary Irradiation,"Information provided by University Hospital, Brest (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT03175861?cond=Lung%20Cancer&viewType=Card&page=29&rank=281
Lung Cancer,NCT05676788,,Non spécifié,Inconnu,https://clinicaltrials.gov/study/NCT05676788?cond=Lung%20Cancer&viewType=Card&page=29&rank=282
Lung Cancer,NCT05875870,Effects of Bright,"Information provided by Taipei Veterans General Hospital, Taiwan (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT05875870?cond=Lung%20Cancer&viewType=Card&page=29&rank=283
Lung Cancer,NCT02587455,Pembrolizumab and Palliative Radiotherapy in Lung,Information provided by Royal Marsden NHS Foundation Trust (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02587455?cond=Lung%20Cancer&viewType=Card&page=29&rank=284
Lung Cancer,NCT02862288,"Preliminary Study of Microwave Tumoral Ablation Performances for the Treatment of Pulmonary, Renal and Bone Neoplasia.",Information provided by Centre Hospitalier Universitaire de Besancon (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02862288?cond=Lung%20Cancer&viewType=Card&page=29&rank=285
Lung Cancer,NCT04945928,Safety and Feasibility of Surgery After Conversion Therapy for Locally Advanced and Advanced NSCLC,"Information provided by Hecheng Li M.D., Ph.D, Ruijin Hospital (Responsible Party)",Active,https://clinicaltrials.gov/study/NCT04945928?cond=Lung%20Cancer&viewType=Card&page=29&rank=286
Lung Cancer,NCT05857995,Precision Lung Cancer Survivorship Care Intervention,"Information provided by Jerod L Stapleton, PhD, University of Kentucky (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT05857995?cond=Lung%20Cancer&viewType=Card&page=29&rank=287
Lung Cancer,NCT03095274,Durvalumab (MEDI4736) Plus Tremelimumab for Advanced Neuroendocrine Neoplasms of Gastroenteropancreatic or Lung Origin,Information provided by Grupo Espanol de Tumores Neuroendocrinos (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT03095274?cond=Lung%20Cancer&viewType=Card&page=29&rank=288&tab=results
Lung Cancer,NCT03849040,The Use of Artificial Intelligence to Predict Cancerous Lymph Nodes for Lung Cancer Staging During Ultrasound Imaging,"Information provided by Wael Hanna, St. Joseph's Healthcare Hamilton (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT03849040?cond=Lung%20Cancer&viewType=Card&page=29&rank=289
Lung Cancer,NCT02965300,The Value of VOCs Analysis in Exhaled Breath for Pulmonary Benign and Malignant Lesion Diagnosis,"Information provided by Chen Liang_An, Chinese PLA General Hospital (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT02965300?cond=Lung%20Cancer&viewType=Card&page=29&rank=290
Lung Cancer,NCT03516500,Trial of Identifying the Lung Intersegmental Plane by Iron Sucrose Injection Staining,"Information provided by Hecheng Li M.D., Ph.D, Ruijin Hospital (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT03516500?cond=Lung%20Cancer&viewType=Card&page=30&rank=291
Lung Cancer,NCT02050100,Biomarkers for Diagnosis of Lung Cancer,"Information provided by SK Medical (Beijing) Co., Ltd. (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT02050100?cond=Lung%20Cancer&viewType=Card&page=30&rank=292
Lung Cancer,NCT02793713,EBUS Score Validation for Malignancy,Information provided by McMaster University (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02793713?cond=Lung%20Cancer&viewType=Card&page=30&rank=293
Lung Cancer,NCT03144622,18F,Information provided by National Taiwan University Hospital (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT03144622?cond=Lung%20Cancer&viewType=Card&page=30&rank=294
Lung Cancer,NCT02931942,Changing Over Time of Ascorbic Acid After Chemotherapy,Information provided by Maastricht University Medical Center (Responsible Party),Active,https://clinicaltrials.gov/study/NCT02931942?cond=Lung%20Cancer&viewType=Card&page=30&rank=295
Lung Cancer,NCT06832592,Supportive Care Needs of Bronchial Cancer Patients in Active Treatment: A Descriptive Study in Outpatient Oncology,Information provided by L'hôpital Nord-Ouest - Villefranche Villefranche sur Saône (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT06832592?cond=Lung%20Cancer&viewType=Card&page=30&rank=296
Lung Cancer,NCT03090880,Prophylaxis of Venous Thromboembolism in Advanced Lung Cancer (PROVE),Information provided by Assistance Publique - Hôpitaux de Paris (Responsible Party),Terminated,https://clinicaltrials.gov/study/NCT03090880?cond=Lung%20Cancer&viewType=Card&page=30&rank=297
Lung Cancer,NCT06775678,Spatial Fragmentation Combined With Low-dose Radiotherapy for Immunotherapy Combined With Chemotherapy-resistant Locally Advanced or Advanced Non,Information provided by Tianjin Medical University Cancer Institute and Hospital (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT06775678?cond=Lung%20Cancer&viewType=Card&page=30&rank=298
Lung Cancer,NCT03134729,PATHOS Study Pain Assessment in Thoracic Oncologic Surgery,Information provided by IRCCS Sacro Cuore Don Calabria di Negrar (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT03134729?cond=Lung%20Cancer&viewType=Card&page=30&rank=299
Lung Cancer,NCT05299125,"Amivantamab, Lazertinib, and Pemetrexed for First-line Treatment of Recurrent/Metastatic Non",Information provided by Latin American Cooperative Oncology Group (Responsible Party),Active,https://clinicaltrials.gov/study/NCT05299125?cond=Lung%20Cancer&viewType=Card&page=30&rank=300
Breast Cancer,NCT01110954,Fluorescence,Information provided by photonamic GmbH & Co. KG (Responsible Party),Terminated,https://clinicaltrials.gov/study/NCT01110954?cond=Breast%20Cancer&viewType=Card&page=1&rank=1
Breast Cancer,NCT01522300,Etude Tomos- Apport de la Tomosynthèse Dans le Bilan d'Extension locorégional préthérapeutique d'Une Tumeur du Sein : Recherche de multicentricité Tomos Study,Information provided by Centre Jean Perrin (Responsible Party),Terminated,https://clinicaltrials.gov/study/NCT01522300?cond=Breast%20Cancer&viewType=Card&page=1&rank=2
Breast Cancer,NCT03777852,Emotional Evaluation and Reconstructed Breast Satisfaction,"Information provided by Helio Carrara, University of Sao Paulo (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT03777852?cond=Breast%20Cancer&viewType=Card&page=1&rank=3
Breast Cancer,NCT05781633,"The Efficacy and Safety of Eutideron, Etoposide, and Bevacizumab in Patients With Brain Metastases From Breast Cancer.",Information provided by Tianjin Medical University Cancer Institute and Hospital (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT05781633?cond=Breast%20Cancer&viewType=Card&page=1&rank=4
Breast Cancer,NCT01531036,3D Breast Ultrasound Elastography in Patients Under Neoadjuvant Chemotherapy,"Information provided by Institut National de la Santé Et de la Recherche Médicale, France (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT01531036?cond=Breast%20Cancer&viewType=Card&page=1&rank=5
Breast Cancer,NCT05408676,Comparison of Dexamethasone Alone vs in Combination With Pericardium 6 (P6) Electrical Stimulation or Granisetron in the Prevention of Postoperative Nausea and Vomiting in Patients Undergoing Breast Cancer Surgery,"Information provided by Jun Zhang, Fudan University (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT05408676?cond=Breast%20Cancer&viewType=Card&page=1&rank=6
Breast Cancer,NCT04301375,Omission of Surgery and Sentinel Lymph Node Dissection in Clinically Low-risk HER2positive Breast Cancer With High HER2 Addiction and a Complete Response Following Standard Anti- HER2,"Information provided by David Garcia Cinca, Hospital Clinic of Barcelona (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT04301375?cond=Breast%20Cancer&viewType=Card&page=1&rank=7
Breast Cancer,NCT02229149,"Phase 2 Study of Standard Chemotherapy With Trastuzumab, Plus or Minus Pertuzumab, for Pre",Information provided by US Oncology Research (Responsible Party),Terminated,https://clinicaltrials.gov/study/NCT02229149?cond=Breast%20Cancer&viewType=Card&page=1&rank=8
Breast Cancer,NCT04678544,Cooling Cap Trial to Prevent Permanent Chemotherapy,"Information provided by Jin Seok Ahn, MD, Samsung Medical Center (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT04678544?cond=Breast%20Cancer&viewType=Card&page=1&rank=9
Breast Cancer,NCT03204708,Open Technique Interpectoral Catheter for Postoperative Analgesia in Modified Radical Mastectomy,"Information provided by Guniz M.Koksal, Istanbul University (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT03204708?cond=Breast%20Cancer&viewType=Card&page=1&rank=10
Breast Cancer,NCT05976620,Clinical Study of 18F-FAPI,"Information provided by Hao Wang, Sichuan Provincial People's Hospital (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT05976620?cond=Breast%20Cancer&viewType=Card&page=2&rank=11
Breast Cancer,NCT05665920,Efficacy and Safety of Ultra_HYPofractionated RadiotHerapy in Women With BrEast CaNcer Receiving Regional Nodal Radiation vs Nodal Moderate Hypofractionated Radiotherapy,"Information provided by Eduardo Barbieri, Instituto Brasileiro de Controle do Cancer (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT05665920?cond=Breast%20Cancer&viewType=Card&page=2&rank=12
Breast Cancer,NCT06994416,A Novel Fluorescent Ductal Needle for Localization and Sampling of High,"Information provided by JIAN WEN, The Fourth Affiliated Hospital of China Medical University (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT06994416?cond=Breast%20Cancer&viewType=Card&page=2&rank=13
Breast Cancer,NCT05408260,A Study to Compare the Effectiveness of Two Types of Ultrasound Technologies in Women Who Have Had Breast Cancer,Information provided by Thomas Jefferson University (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT05408260?cond=Breast%20Cancer&viewType=Card&page=2&rank=14
Breast Cancer,NCT04174391,Lifestyles and Breast Cancer,"Information provided by Estefania Toledo, University of Navarra (Responsible Party)",Active,https://clinicaltrials.gov/study/NCT04174391?cond=Breast%20Cancer&viewType=Card&page=2&rank=15
Breast Cancer,NCT07095023,Neoadjuvant Oral Paclitaxel Plus Subcutaneous Pertuzumab/Trastuzumab in Patients With HER2,"Information provided by Liu Qiang, Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT07095023?cond=Breast%20Cancer&viewType=Card&page=2&rank=16
Breast Cancer,NCT06954623,Partial Breast Re,"Information provided by Juergen Debus, University Hospital Heidelberg (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT06954623?cond=Breast%20Cancer&viewType=Card&page=2&rank=17
Breast Cancer,NCT00941408,Biomarker Study of Breast Tumors,"Information provided by National University Hospital, Singapore",Recruiting,https://clinicaltrials.gov/study/NCT00941408?cond=Breast%20Cancer&viewType=Card&page=2&rank=18
Breast Cancer,NCT06825949,A Clinical Study to Explore the Efficacy and Safety of Hyperbaric Oxygen in the Neoadjuvant Treatment of Hormone Receptor Positive Breast Cancer Patients,"Information provided by Kun Wang, Guangdong Provincial People's Hospital (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT06825949?cond=Breast%20Cancer&viewType=Card&page=2&rank=19
Breast Cancer,NCT06825975,A Phase II Single-Arm Clinical Study to Explore the Efficacy and Safety of Hyperbaric Oxygen in the Neoadjuvant Treatment of Triple,"Information provided by Kun Wang, Guangdong Provincial People's Hospital (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT06825975?cond=Breast%20Cancer&viewType=Card&page=2&rank=20
Breast Cancer,NCT06811870,A Phase II Single,"Information provided by Kun Wang, Guangdong Provincial People's Hospital (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT06811870?cond=Breast%20Cancer&viewType=Card&page=3&rank=21
Breast Cancer,NCT06819501,Hyperbaric Oxygen Therapy for Peripheral Neuropathy Due to Paclitaxel Analogs,"Information provided by Kun Wang, Guangdong Provincial People's Hospital (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT06819501?cond=Breast%20Cancer&viewType=Card&page=3&rank=22
Breast Cancer,NCT06172270,Sub,"Information provided by Second Affiliated Hospital, School of Medicine, Zhejiang University (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT06172270?cond=Breast%20Cancer&viewType=Card&page=3&rank=23
Breast Cancer,NCT06662864,"Study on Sleep, Lifestyle and Quality of Life in Women With Breast Cancer",Information provided by Institut Rafael (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT06662864?cond=Breast%20Cancer&viewType=Card&page=3&rank=24
Breast Cancer,NCT07034248,"Electrochemical Biosensor Based on Lectin-functionalized Nitrogen, Sulfur",Information provided by Chang Gung Memorial Hospital (Responsible Party),Inconnu,https://clinicaltrials.gov/study/NCT07034248?cond=Breast%20Cancer&viewType=Card&page=3&rank=25
Breast Cancer,NCT03347864,68Ga-NOTA,Information provided by Peking Union Medical College Hospital (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT03347864?cond=Breast%20Cancer&viewType=Card&page=3&rank=26
Breast Cancer,NCT01827969,Feasibility Study of Ablathermy Focused Ultrasound (USF) of Breast Tumors Before Mastectomy,Information provided by Institut Bergonié (Responsible Party),Withdrawn,https://clinicaltrials.gov/study/NCT01827969?cond=Breast%20Cancer&viewType=Card&page=3&rank=27
Breast Cancer,NCT00639171,Evaluate the Use of the Magnetic Resonance Spectroscopy in Determining if the Breast Tumor is Benign or Malignant,"Information provided by Andrzej Krol, State University of New York - Upstate Medical University (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT00639171?cond=Breast%20Cancer&viewType=Card&page=3&rank=28
Breast Cancer,NCT02340468,Breast Tumor Oxygenation During Exercise,"Information provided by Beckman Laser Institute and Medical Center, University of California, Irvine (Responsible Party)",Withdrawn,https://clinicaltrials.gov/study/NCT02340468?cond=Breast%20Cancer&viewType=Card&page=3&rank=29
Breast Cancer,NCT00558545,A Phase 1,Information provided by Aegera Therapeutics,Terminated,https://clinicaltrials.gov/study/NCT00558545?cond=Breast%20Cancer&viewType=Card&page=3&rank=30
Breast Cancer,NCT04132960,Study of DS,Information provided by UNICANCER (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT04132960?cond=Breast%20Cancer&viewType=Card&page=4&rank=31
Breast Cancer,NCT05858762,Artificial Intelligence for Automated Diagnosis of Breast Cancer,Information provided by Regina Elena Cancer Institute (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT05858762?cond=Breast%20Cancer&viewType=Card&page=4&rank=32
Breast Cancer,NCT05076266,COVID,Information provided by Eastern Cooperative Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT05076266?cond=Breast%20Cancer&viewType=Card&page=4&rank=33&tab=results
Breast Cancer,NCT00721903,Three Dimensional (3D) Ultrasound in Predicting Response to Breast Cancer Therapies,"Information provided by Paul L. Carson Ph.D, University of Michigan (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT00721903?cond=Breast%20Cancer&viewType=Card&page=4&rank=34
Breast Cancer,NCT06857669,Clinical Explorative Optical Breast Investigations,Information provided by Region Skane (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT06857669?cond=Breast%20Cancer&viewType=Card&page=4&rank=35
Breast Cancer,NCT02642094,Aging Mammary Stem Cells and Breast Cancer Prevention,"Information provided by LuZhe Sun, The University of Texas Health Science Center at San Antonio (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT02642094?cond=Breast%20Cancer&viewType=Card&page=4&rank=36&tab=results
Breast Cancer,NCT04948983,The Effect of a Patient Decision Aids for Breast Cancer Screening,Information provided by Pontificia Universidad Catolica de Chile (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT04948983?cond=Breast%20Cancer&viewType=Card&page=4&rank=37
Breast Cancer,NCT00243698,A Pilot Study Evaluation of the Efficacy of SonoVue to Detect and Characterise Breast Lesions,"Information provided by University Hospital, Tours",Completed,https://clinicaltrials.gov/study/NCT00243698?cond=Breast%20Cancer&viewType=Card&page=4&rank=38
Breast Cancer,NCT03494400,Aerobic Training in Treatment for Breast Cancer,"Information provided by Andréa Dias Reis, Universidade Estadual Paulista Júlio de Mesquita Filho (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT03494400?cond=Breast%20Cancer&viewType=Card&page=4&rank=39
Breast Cancer,NCT02375048,Randomized Study on Postmenopausal Women With Early Stage Breast Cancer: WBI Versus APBI,"Information provided by Michele Tedeschi, Istituto Clinico Humanitas (Responsible Party)",Terminated,https://clinicaltrials.gov/study/NCT02375048?cond=Breast%20Cancer&viewType=Card&page=4&rank=40
Breast Cancer,NCT05989022,Comparison of Low,Information provided by AB-CT - Advanced Breast-CT GmbH (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT05989022?cond=Breast%20Cancer&viewType=Card&page=5&rank=41
Breast Cancer,NCT00542451,Adjuvant Paclitaxel and Trastuzumab for Node-Negative HER2,"Information provided by Sara Tolaney, MD, Dana-Farber Cancer Institute (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT00542451?cond=Breast%20Cancer&viewType=Card&page=5&rank=42&tab=results
Breast Cancer,NCT03863522,Automated Method for Breast Cancer Detection,Information provided by Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT03863522?cond=Breast%20Cancer&viewType=Card&page=5&rank=43&tab=results
Breast Cancer,NCT04692818,3D Ultrasound Breast Imaging,Information provided by Mayo Clinic (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT04692818?cond=Breast%20Cancer&viewType=Card&page=5&rank=44
Breast Cancer,NCT01247467,Analysis of Prognostic and Predictive Genomic Signatures Using Archival Paraffin-embedded Breast Tumor,"Information provided by National University Hospital, Singapore",Active,https://clinicaltrials.gov/study/NCT01247467?cond=Breast%20Cancer&viewType=Card&page=5&rank=45
Breast Cancer,NCT03684408,Radiofrequency Chip for Localization of Non,"Information provided by Megha Garg, University of Missouri-Columbia (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT03684408?cond=Breast%20Cancer&viewType=Card&page=5&rank=46&tab=results
Breast Cancer,NCT02725658,Monitoring and Predicting Breast Cancer Neoadjuvant Chemotherapy Response Using DOSI,"Information provided by Beckman Laser Institute and Medical Center, University of California, Irvine (Responsible Party)",Withdrawn,https://clinicaltrials.gov/study/NCT02725658?cond=Breast%20Cancer&viewType=Card&page=5&rank=47
Breast Cancer,NCT02869607,Institut Paoli Calmettes Breast Cancer Database,Information provided by Institut Paoli-Calmettes (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT02869607?cond=Breast%20Cancer&viewType=Card&page=5&rank=48
Breast Cancer,NCT02608281,Evaluation of Diagnostic Accuracy of Contrast Enhanced Dual Energy Mammography Imaging in Comparison to CE,Information provided by Siemens Healthcare QT (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02608281?cond=Breast%20Cancer&viewType=Card&page=5&rank=49
Breast Cancer,NCT01247480,Analysis of Prognostic and Predictive Genomic Signatures Using Archival Paraffin,"Information provided by National University Hospital, Singapore",Active,https://clinicaltrials.gov/study/NCT01247480?cond=Breast%20Cancer&viewType=Card&page=5&rank=50
Breast Cancer,NCT01952717,PMA Required Pivotal Multi-reader Multi,Information provided by Koning Corporation (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01952717?cond=Breast%20Cancer&viewType=Card&page=6&rank=51
Breast Cancer,NCT02396433,"Combination of Carboplatin, Eribulin Mesylate, and E7449 in BRCA","Information provided by Virginia G. Kaklamani, The University of Texas Health Science Center at San Antonio (Responsible Party)",Withdrawn,https://clinicaltrials.gov/study/NCT02396433?cond=Breast%20Cancer&viewType=Card&page=6&rank=52
Breast Cancer,NCT02595372,Inhibiting Fatty Acid Synthase to Improve Efficacy of Neoadjuvant Chemotherapy,"Information provided by Kathy Miller, Indiana University School of Medicine (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT02595372?cond=Breast%20Cancer&viewType=Card&page=6&rank=53&tab=results
Breast Cancer,NCT03463954,Confirmatory Clinical Evaluation of Novilase® Laser Therapy for Focal Destruction of Malignant Breast Tumors,Information provided by Novian Health Inc. (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT03463954?cond=Breast%20Cancer&viewType=Card&page=6&rank=54
Breast Cancer,NCT01372917,Evaluating AlloMax in Immediate Expander,"Information provided by Mark L. Venturi, MD FACS, National Center for Plastic Surgery, Virginia (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT01372917?cond=Breast%20Cancer&viewType=Card&page=6&rank=55
Breast Cancer,NCT00571987,Pilot Study of Radiofrequency Ablation of Breast Cancer Lumpectomy Sites to Decrease Re,Information provided by University of Arkansas (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00571987?cond=Breast%20Cancer&viewType=Card&page=6&rank=56&tab=results
Breast Cancer,NCT04794075,"Therapeutic Education and Nursing Support Program for Supportive Care, in Patients Treated With Hormone Therapy for Non",Information provided by Centre Hospitalier Emile Roux (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT04794075?cond=Breast%20Cancer&viewType=Card&page=6&rank=57
